Signature.1	Signature.2	Signature.3	Signature.4	Signature.5	Signature.6	Signature.7	Signature.8	Signature.9	Signature.10	Signature.11	Signature.12	Signature.13	Signature.14	Signature.15	Signature.16	Signature.17	Signature.18	Signature.19	Signature.20	Signature.21	Signature.22	Signature.23	Signature.24	Signature.25	Signature.26	Signature.27	Signature.28	Signature.29	Signature.30	Control
0.00103095	6.08E-05	0.004926943	0.000923917	0.006957785	0.000787975	0.000863279	0.002295447	0.009019904	0.000742809	8.62E-05	0.030050477	0.00060469	0.000369694	0.001035597	0.014791435	0.000960051	0.000100909	0.00167465	0.001713636	0.014901014	0.002780498	0	0.000420372	0.006360543	0.011514825	0.001040624	0.008051031	0.002982594	0	0.001057082
0.000600228	0.000271495	0.005729362	0.000510904	0.00560277	0.000452348	0.000653793	0.00275611	0.007665534	0.002324192	0.000375571	0.01989079	9.92E-05	0.001113018	0.001459021	0.010648069	0.006021604	0.002022364	0.000623297	0.00324887	0.011602594	0.000510933	8.63E-05	0.000566935	0.003140573	0.014181249	0.002041649	0.022762637	0.000899674	0.003126494	0.006342495
0.001241457	0.000133986	0.00385841	0.001387177	0.005999368	0.001653181	0.000832782	0.000936607	0.006616949	0.001879419	0.000352498	0.022458759	3.37E-05	0.000815461	0.000693587	0.011585467	0.003892359	0.000600783	0.00214363	0.008294371	0.011138327	0.001204335	0.000108118	0.000140437	0.002503593	0.0089413	0.00081402	0.014849487	0.000513205	0.002474667	0.001057082
0.000573405	0.000250566	0.004179324	0.000520974	0.005085664	0.000277956	0.000646477	0.003362358	0.012821948	0.001759176	0.000154737	0.016001973	9.95E-05	0.000383232	0.000513686	0.007508319	0.002906721	0.000325266	0.000878259	0.001157093	0.007532429	0	0	6.42E-05	0.005350819	0.006622441	0.000663038	0.01006177	0.000707318	0	0.002114165
0.00013478	1.34E-05	0.000844934	0	0.000938755	0	0	0.001313907	0.012877364	0	0	0.000479477	0.000198017	0	0	0.00207866	1.99E-05	8.57E-05	0.000299746	3.51E-07	0	0.000635717	0	0	0.001538695	2.14E-05	0.000456795	0.00343086	0	0.001247179	0.00422833
0.000530297	3.45E-05	0.001842213	0.000153617	0.002132841	0.000528496	0	0.000865267	0.00686405	0.002305413	0	0.001398989	0.000201753	0.000956165	0.000212699	0.005878377	0.008460666	0.000975116	0	0.000265304	0.002764145	0	0	0.000851515	0	0.000151914	0.001349739	0.031350765	0	0.002021664	0.006342495
0.000320747	0.000295644	0.008869714	0.000897117	0.004058571	0.00016945	0.000612278	0.005828408	0.005449582	0.000673177	7.82E-05	0.001960814	5.03E-05	0.000260585	0.000331242	0.006647947	0.003545783	0.001433418	0.000583718	0.000356822	0.001110884	0.001140278	0	0.000383895	0.005668116	0.000909859	7.42E-05	0.009688958	0.001375246	0.004029906	0.005285412
0.0003816	0.000122858	0.003595551	6.24E-05	0.00147454	0.000366447	0	0.001302761	0.010558134	0.003209438	0	0.001705906	0.000140461	0.001088204	0.000417861	0.004323559	0.016441399	0.000106937	0.000517991	0.000150456	0.000652366	0	0	0.00025426	0	0.00070022	0.00014647	0.066275418	0	0.003188277	0.001057082
3.17E-05	5.56E-05	0.000873838	0	0.000681913	1.09E-05	0	0.000929746	0.01022769	0.000446093	0	0.00063984	9.53E-06	0	0	9.85E-05	4.21E-05	1.67E-05	0	5.69E-06	0	0.000531071	0	0	0	3.12E-05	0	0.006367659	0.000237241	0.001337152	0.001057082
0.000167098	8.22E-06	0.001963057	0.000267492	0.000884679	0.000333129	0.000187243	0.000612214	0.002307541	0.00027792	2.69E-05	0.00183641	7.10E-05	0.000256148	0.000180438	0.003074547	0.006942692	0.000419569	0.000220905	0.001579617	0.000119434	0.000384257	4.58E-05	0.000340536	0.000788738	0.000977549	0.000143749	0.017146799	0	0.001321462	0
0.000512279	0.000341464	0.014186072	0.003806913	0.007311267	0.001674828	0.000847239	0.007757582	0.018272074	0.002297722	0.0011897	0.006783189	8.90E-05	0.000257561	0.000267374	0.010103922	0.018954582	0.004447142	0.001050035	0.011530455	0.000384296	0.006080721	0	7.14E-05	0.012935208	0.005514606	0.000611549	0.037654799	0.001411513	0.006534787	0.00422833
0.000256313	2.91E-05	0.003431264	0.000288123	0.003408965	0.000835758	0.000355049	0.001658571	0.021414946	0.003279058	0.000282403	0.002755141	0.000260231	0.000941526	0.000498673	0.008137857	0.106900247	0.000568756	0.000445242	0.000475221	0.000891945	0.000686281	5.93E-05	0.000460695	0.002726495	0.001975742	0.000633171	0.070189259	0.000215857	0.002350905	0.003171247
1.64E-05	7.40E-05	0.002908085	0	0.000861797	0	0	0.00059256	0.005404415	0	0	0	1.85E-05	0	0	0	2.86E-05	0.000581334	0	1.39E-06	0	0	0	0	0.003155094	1.94E-05	0	0	0	0.001488274	0.001057082
6.82E-05	7.40E-05	0.006422194	0	0.000352782	0.000563978	0	0.000648739	0.00091561	0.001306977	0	0.000634488	0.00019006	0.001029924	0.000884273	0.00507817	0.013463299	8.11E-07	0	0.002232545	0.000606596	0	0	0.000708061	0	0.002597539	8.11E-05	0	0	0.001742102	0.003171247
0.000309617	0.000133786	0.018076944	0.001211875	0.004950472	0.000272502	0.001301915	0.005817596	0.005898717	0.000454683	0.000879863	0.001348914	1.66E-05	0.000502876	0.001149724	0.000981466	0.005483369	0.006603037	0.002825526	0.001666588	0.000312634	0.002217483	0.000147595	0.00149116	0.007765475	0.000666899	0.00585147	0.006977808	0.001926767	0.002410037	0.002114165
0.000167887	8.47E-05	0.006272097	0.00010836	0.002214942	0.000767528	0.000554666	0.004173848	0.017563654	0.001219672	0	0.003157891	6.81E-05	0.001281501	0.004751176	0.004344039	0.05858432	0.001584282	0.001321985	0.001746158	0.000503178	0	0	0.000338536	0.001992037	0.005144529	0.002281996	0.042135452	0.002632528	0.003251403	0.001057082
0.000178459	4.28E-05	0.002933404	0	0.002121996	0.0001202	0	0.000816448	0.029025587	0.001238015	0	0.001141918	0.000421542	0	0	0.004088689	7.50E-05	1.21E-05	0.001030554	8.04E-08	0	0.000956049	0	0	0.000912111	3.41E-06	0.000718951	0.007613278	0	0.003057134	0.002114165
0.00015962	8.24E-06	0.003222109	9.58E-05	0.002025346	0.00024556	0.000363218	0.001155669	0.004532177	0.002204389	0	0.001570326	0.000175646	0.00029813	5.90E-05	0.004014846	0.005227286	0.001044596	0.000560967	0.000109094	0.000667242	0	0	0	0.000245518	0.001052194	0.00016401	0.023630844	0	0.001479224	0.002114165
0.000302866	0.000143919	0.006991257	0.001155981	0.002883951	0.000171557	0.000438306	0.003298196	0.00594175	0.000636111	0.000151071	0.00077202	4.31E-07	4.80E-05	0.000160058	0.003440533	0.002967471	0.000294143	0.000413683	0.000179871	0.000134197	0.001739009	0.000111724	0.000396997	0.004825083	0.000639484	0.001661482	0.012023676	0.000107135	0.00340772	0
0.000369323	1.01E-05	0.005043032	0.000260487	0.00391335	0.000690098	0.000377111	0.002428131	0.022614763	0.011248063	9.28E-05	0.001380224	0.000371159	0.000368492	0.000360673	0.007033655	0.02340485	0.000509398	0.000300457	0.000132038	8.25E-05	0	0	1.25E-05	0.002474859	0.000737134	6.06E-05	0.135964044	0.00113642	0	0
